,Frame,Ball Location,PlayerDicts
10,10,[[7304.119  6943.0625]],"{0: {'kitColor': [147.15471, 228.18867, 169.64276], 'location': [8443.979, 4469.4136]}, 1: {'kitColor': [158.56706, 239.15453, 179.53645], 'location': [8485.596, 3863.01]}, 2: {'kitColor': [148.06116, 233.55687, 185.15451], 'location': [5746.725, 4384.2554]}, 3: {'kitColor': [164.44402, 235.59772, 183.19734], 'location': [7397.6484, 3072.5813]}, 4: {'kitColor': [208.45137, 212.13853, 210.08165], 'location': [5798.983, 6233.1445]}, 5: {'kitColor': [148.94461, 234.06923, 172.64923], 'location': [7488.3022, 4354.537]}, 6: {'kitColor': [227.52223, 231.28445, 221.96667], 'location': [5792.4155, 1863.6234]}, 7: {'kitColor': [232.84698, 232.95169, 228.57451], 'location': [5485.765, 4554.09]}, 8: {'kitColor': [227.82288, 229.52037, 213.28683], 'location': [8224.625, 4253.2627]}, 9: {'kitColor': [123.69015, 222.95494, 154.75963], 'location': [8454.176, 6190.7075]}, 10: {'kitColor': [139.76488, 231.98143, 173.01933], 'location': [6150.19, 6039.085]}, 11: {'kitColor': [226.84091, 228.98262, 217.11765], 'location': [6382.8193, 5430.741]}, 12: {'kitColor': [160.92197, 233.63295, 177.85548], 'location': [8297.128, 2227.0212]}, 13: {'kitColor': [143.32349, 230.13498, 170.55591], 'location': [6961.332, 5911.6475]}, 14: {'kitColor': [220.68564, 225.12874, 209.26152], 'location': [6918.3633, 3831.8203]}, 15: {'kitColor': [215.03134, 220.13165, 206.35736], 'location': [8375.332, 3108.3113]}, 16: {'kitColor': [205.7503, 204.54417, 193.086], 'location': [7469.746, 7073.496]}, 17: {'kitColor': [227.01385, 227.61246, 216.93773], 'location': [8120.882, 393.58246]}, 18: {'kitColor': [180.48305, 227.81804, 184.79405], 'location': [7373.8784, 6497.791]}}"
11,11,[[7307.392 6967.005]],"{0: {'kitColor': [145.63774, 227.75597, 169.51195], 'location': [8452.641, 4466.9644]}, 1: {'kitColor': [151.78612, 235.50497, 188.48181], 'location': [5750.427, 4377.2065]}, 2: {'kitColor': [157.70218, 238.90656, 179.16058], 'location': [8490.464, 3860.3315]}, 3: {'kitColor': [226.18181, 228.32758, 212.07993], 'location': [8228.317, 4250.427]}, 4: {'kitColor': [163.91116, 235.46692, 183.52553], 'location': [7398.28, 3087.6438]}, 5: {'kitColor': [204.77058, 208.65495, 207.34413], 'location': [5798.672, 6234.04]}, 6: {'kitColor': [227.41592, 231.09514, 221.44469], 'location': [5795.311, 1873.8236]}, 7: {'kitColor': [123.993164, 222.82715, 155.44238], 'location': [8464.053, 6189.519]}, 8: {'kitColor': [232.96684, 232.59018, 228.49203], 'location': [5487.311, 4555.949]}, 9: {'kitColor': [147.08684, 230.66618, 170.36528], 'location': [7486.7812, 4373.112]}, 10: {'kitColor': [139.60617, 232.26581, 174.26129], 'location': [6150.724, 6045.1104]}, 11: {'kitColor': [159.96481, 233.21114, 177.60411], 'location': [8299.181, 2228.8357]}, 12: {'kitColor': [218.55353, 223.3786, 207.27284], 'location': [6917.675, 3843.1235]}, 13: {'kitColor': [226.81975, 228.15594, 217.17024], 'location': [6396.0024, 5426.2876]}, 14: {'kitColor': [144.8082, 230.64423, 171.02165], 'location': [6983.4346, 5935.1523]}, 15: {'kitColor': [218.1637, 222.10677, 207.52313], 'location': [8386.158, 3123.5884]}, 16: {'kitColor': [211.01848, 207.3826, 195.48946], 'location': [7449.6396, 7072.742]}, 17: {'kitColor': [227.54063, 227.9046, 217.84805], 'location': [8118.2144, 404.96164]}, 18: {'kitColor': [175.21536, 224.60219, 181.65637], 'location': [7402.4834, 6504.023]}}"
12,12,[],"{0: {'kitColor': [155.57727, 239.47815, 177.93587], 'location': [8497.342, 3861.873]}, 1: {'kitColor': [151.77301, 233.06276, 186.08682], 'location': [5754.785, 4396.514]}, 2: {'kitColor': [164.11324, 234.81766, 182.68521], 'location': [7401.5347, 3088.3848]}, 3: {'kitColor': [233.0381, 232.74243, 228.35742], 'location': [5488.787, 4556.276]}, 4: {'kitColor': [146.77509, 228.32146, 170.04573], 'location': [8454.481, 4489.3755]}, 5: {'kitColor': [146.20029, 228.5466, 168.29347], 'location': [7490.105, 4384.4]}, 6: {'kitColor': [227.17722, 229.52216, 213.05696], 'location': [8234.668, 4251.898]}, 7: {'kitColor': [229.407, 233.19913, 222.50328], 'location': [5794.6484, 1890.452]}, 8: {'kitColor': [140.70558, 231.6855, 174.11748], 'location': [6152.1997, 6062.328]}, 9: {'kitColor': [123.8914, 219.52597, 153.54108], 'location': [8456.899, 6221.629]}, 10: {'kitColor': [161.1761, 234.44025, 178.261], 'location': [8303.438, 2229.6846]}, 11: {'kitColor': [203.06392, 206.98027, 206.0094], 'location': [5795.3086, 6233.027]}, 12: {'kitColor': [216.97978, 221.85841, 205.08977], 'location': [6918.93, 3843.4666]}, 13: {'kitColor': [213.46545, 216.56364, 202.29091], 'location': [8397.671, 3111.041]}, 14: {'kitColor': [224.79073, 227.19283, 215.61584], 'location': [6406.9062, 5436.0215]}, 15: {'kitColor': [227.75525, 229.06993, 219.18532], 'location': [8118.1733, 429.34998]}, 16: {'kitColor': [141.97423, 232.13571, 171.49052], 'location': [7000.6943, 5952.195]}, 17: {'kitColor': [199.49443, 201.25836, 186.8675], 'location': [7433.04, 7068.247]}, 18: {'kitColor': [177.80528, 224.56064, 182.63695], 'location': [7412.788, 6512.1255]}}"
13,13,[],"{0: {'kitColor': [154.14285, 238.13853, 177.10245], 'location': [8499.928, 3862.564]}, 1: {'kitColor': [152.67134, 233.5485, 185.25323], 'location': [5753.478, 4414.5996]}, 2: {'kitColor': [147.75526, 230.32349, 170.5879], 'location': [7490.948, 4395.155]}, 3: {'kitColor': [233.76042, 233.34454, 228.84792], 'location': [5486.6875, 4547.3984]}, 4: {'kitColor': [161.25287, 233.74521, 181.56895], 'location': [7404.6094, 3103.3245]}, 5: {'kitColor': [231.6408, 233.70732, 223.5898], 'location': [5791.873, 1906.7036]}, 6: {'kitColor': [125.21429, 219.2991, 154.31697], 'location': [8437.155, 6269.759]}, 7: {'kitColor': [141.1977, 230.18037, 173.57936], 'location': [6148.4067, 6083.555]}, 8: {'kitColor': [227.17165, 229.44095, 214.00314], 'location': [8231.992, 4262.826]}, 9: {'kitColor': [215.21288, 220.92574, 204.16956], 'location': [6914.9604, 3854.2976]}, 10: {'kitColor': [141.21094, 230.80469, 169.27734], 'location': [7022.2, 5957.328]}, 11: {'kitColor': [201.82037, 206.13611, 205.06667], 'location': [5788.208, 6235.9956]}, 12: {'kitColor': [157.44334, 231.44334, 174.05667], 'location': [8306.925, 2230.4539]}, 13: {'kitColor': [221.34354, 225.34631, 213.14186], 'location': [6411.1113, 5458.2407]}, 14: {'kitColor': [210.03773, 214.03773, 198.761], 'location': [8410.815, 3083.8335]}, 15: {'kitColor': [197.22617, 199.85182, 186.15858], 'location': [7417.04, 7058.8813]}, 16: {'kitColor': [145.06169, 228.65938, 170.3509], 'location': [8465.132, 4491.7896]}, 17: {'kitColor': [224.81126, 225.65894, 218.10596], 'location': [8122.629, 429.8052]}, 18: {'kitColor': [179.88235, 223.12346, 181.79521], 'location': [7427.315, 6548.2173]}}"
14,14,[[7304.715 7016.475]],"{0: {'kitColor': [227.2189, 229.31812, 214.07559], 'location': [8236.973, 4269.1865]}, 1: {'kitColor': [152.4642, 235.13759, 185.13535], 'location': [5756.7437, 4418.529]}, 2: {'kitColor': [231.18791, 232.1314, 227.14586], 'location': [5490.6445, 4559.7524]}, 3: {'kitColor': [232.48566, 234.52318, 224.18323], 'location': [5790.9697, 1908.2292]}, 4: {'kitColor': [152.66956, 238.77345, 176.44301], 'location': [8502.407, 3868.5703]}, 5: {'kitColor': [148.22466, 232.0726, 170.41644], 'location': [7491.8354, 4420.793]}, 6: {'kitColor': [203.30841, 207.06917, 205.67851], 'location': [5783.7, 6235.846]}, 7: {'kitColor': [160.79378, 236.286, 182.09727], 'location': [7410.4844, 3108.7764]}, 8: {'kitColor': [221.1634, 225.21962, 212.80916], 'location': [6418.2803, 5476.9263]}, 9: {'kitColor': [210.70187, 214.97206, 199.50311], 'location': [8404.427, 3117.5852]}, 10: {'kitColor': [216.21033, 222.62968, 205.18323], 'location': [6914.7676, 3846.986]}, 11: {'kitColor': [127.329346, 221.89163, 156.45905], 'location': [8425.555, 6296.756]}, 12: {'kitColor': [143.99782, 231.72012, 176.48543], 'location': [6147.055, 6095.994]}, 13: {'kitColor': [148.77913, 233.05692, 172.75746], 'location': [8483.571, 4501.2656]}, 14: {'kitColor': [140.6319, 234.52927, 170.37234], 'location': [7035.308, 5963.322]}, 15: {'kitColor': [223.77814, 224.71704, 218.43408], 'location': [8123.55, 454.17416]}, 16: {'kitColor': [158.37404, 231.85497, 177.11069], 'location': [8315.687, 2236.01]}, 17: {'kitColor': [199.57211, 201.95538, 188.00558], 'location': [7400.1943, 7046.3267]}, 18: {'kitColor': [186.35498, 223.71693, 186.29002], 'location': [7419.421, 6569.8325]}}"
15,15,[[7297.622 7037.173]],"{0: {'kitColor': [129.74939, 227.04475, 158.46704], 'location': [8413.576, 6322.014]}, 1: {'kitColor': [160.52965, 237.6601, 181.64626], 'location': [7415.202, 3113.8013]}, 2: {'kitColor': [151.74971, 233.8675, 183.86636], 'location': [5757.983, 4436.736]}, 3: {'kitColor': [203.239, 205.61815, 204.01707], 'location': [5776.6504, 6232.5005]}, 4: {'kitColor': [228.51578, 228.92744, 214.83913], 'location': [8237.824, 4275.856]}, 5: {'kitColor': [231.62039, 233.79176, 223.64209], 'location': [5792.715, 1926.6533]}, 6: {'kitColor': [231.21457, 231.37616, 226.19736], 'location': [5493.614, 4559.3096]}, 7: {'kitColor': [225.08281, 228.22249, 216.2497], 'location': [6425.755, 5494.225]}, 8: {'kitColor': [137.3645, 232.26147, 168.03464], 'location': [7036.4473, 5973.5635]}, 9: {'kitColor': [215.51756, 220.377, 204.90414], 'location': [8404.482, 3138.2969]}, 10: {'kitColor': [157.94008, 232.31087, 176.6779], 'location': [8314.371, 2240.541]}, 11: {'kitColor': [150.15681, 237.48831, 174.67676], 'location': [8502.377, 3875.2517]}, 12: {'kitColor': [216.53883, 221.58815, 203.92725], 'location': [6908.8374, 3871.8296]}, 13: {'kitColor': [145.2714, 233.6885, 170.82086], 'location': [7495.5703, 4426.377]}, 14: {'kitColor': [146.27841, 233.25935, 176.18155], 'location': [6145.2617, 6095.648]}, 15: {'kitColor': [148.22208, 232.55855, 173.51682], 'location': [8486.876, 4509.269]}, 16: {'kitColor': [221.28706, 222.55205, 216.11357], 'location': [8126.93, 433.1911]}, 17: {'kitColor': [204.98117, 204.98038, 192.06673], 'location': [7375.324, 7044.7397]}}"
16,16,[[7277.1567 7033.237 ]],"{0: {'kitColor': [228.54965, 231.51419, 219.56029], 'location': [6432.4487, 5509.808]}, 1: {'kitColor': [149.50345, 236.39862, 173.54207], 'location': [7506.578, 4427.0894]}, 2: {'kitColor': [217.82907, 222.15508, 203.63493], 'location': [6908.6416, 3894.1387]}, 3: {'kitColor': [231.39867, 233.62775, 223.63655], 'location': [5791.633, 1927.6945]}, 4: {'kitColor': [215.39688, 220.07188, 203.79375], 'location': [8411.589, 3154.2717]}, 5: {'kitColor': [158.97221, 236.3463, 182.39444], 'location': [7423.7153, 3115.4944]}, 6: {'kitColor': [159.71175, 233.58006, 177.01424], 'location': [8322.39, 2243.7612]}, 7: {'kitColor': [147.14442, 232.1747, 172.2077], 'location': [8501.642, 4498.428]}, 8: {'kitColor': [139.17662, 232.50682, 170.07593], 'location': [7044.736, 5986.5156]}, 9: {'kitColor': [149.70476, 238.0585, 173.80545], 'location': [8514.616, 3863.172]}, 10: {'kitColor': [206.61035, 209.4977, 206.62328], 'location': [5770.1304, 6233.298]}, 11: {'kitColor': [229.85876, 230.03658, 224.24464], 'location': [5493.883, 4569.9136]}, 12: {'kitColor': [149.94797, 232.84277, 183.02942], 'location': [5756.765, 4437.819]}, 13: {'kitColor': [232.4883, 233.04515, 219.7592], 'location': [8251.558, 4276.3853]}, 14: {'kitColor': [145.88593, 232.55704, 176.3037], 'location': [6147.6836, 6097.335]}, 15: {'kitColor': [130.60107, 228.76018, 159.73943], 'location': [8409.867, 6347.43]}, 16: {'kitColor': [205.74167, 206.0375, 194.24], 'location': [7361.0103, 7042.1826]}, 17: {'kitColor': [217.65662, 218.91867, 213.14758], 'location': [8130.0093, 464.14648]}, 18: {'kitColor': [148.59053, 219.77242, 161.07806], 'location': [7441.754, 6614.905]}}"
17,17,[[7256.024 7007.611]],"{0: {'kitColor': [214.90991, 221.07208, 204.64565], 'location': [8421.799, 3150.7234]}, 1: {'kitColor': [147.94359, 237.16785, 172.66573], 'location': [7509.639, 4424.1265]}, 2: {'kitColor': [159.79344, 230.38033, 175.40327], 'location': [8323.765, 2254.4883]}, 3: {'kitColor': [145.82518, 234.03368, 176.35605], 'location': [6151.4155, 6094.976]}, 4: {'kitColor': [231.62839, 233.71172, 223.60136], 'location': [5797.4043, 1938.0098]}, 5: {'kitColor': [220.44444, 225.24117, 206.95454], 'location': [6911.423, 3889.3938]}, 6: {'kitColor': [206.27577, 208.8888, 205.66457], 'location': [5768.412, 6228.579]}, 7: {'kitColor': [230.5925, 231.11125, 224.84749], 'location': [5500.3496, 4572.9453]}, 8: {'kitColor': [230.18933, 231.50085, 217.63855], 'location': [8260.299, 4275.2046]}, 9: {'kitColor': [147.19513, 230.18022, 171.20596], 'location': [8510.334, 4498.114]}, 10: {'kitColor': [147.38806, 237.68929, 171.16962], 'location': [8515.372, 3872.1982]}, 11: {'kitColor': [206.37665, 204.94487, 193.20468], 'location': [7340.6895, 7052.906]}, 12: {'kitColor': [149.02461, 235.07033, 181.8089], 'location': [5764.423, 4433.038]}, 13: {'kitColor': [156.95454, 235.24, 180.08363], 'location': [7429.3164, 3110.6033]}, 14: {'kitColor': [138.54834, 230.41084, 167.37666], 'location': [7055.093, 6019.6343]}, 15: {'kitColor': [131.0288, 230.05095, 159.63737], 'location': [8400.127, 6380.4185]}, 16: {'kitColor': [136.02217, 225.16502, 157.3358], 'location': [7448.144, 6618.307]}, 17: {'kitColor': [229.48836, 231.17426, 220.29413], 'location': [6439.726, 5514.953]}, 18: {'kitColor': [220.31325, 220.88855, 214.2771], 'location': [8135.0938, 455.6214]}}"
18,18,[[7230.1978 6989.4307]],"{0: {'kitColor': [148.18274, 233.61255, 177.27216], 'location': [6155.771, 6096.1562]}, 1: {'kitColor': [147.58357, 236.13783, 173.15103], 'location': [7507.735, 4435.9233]}, 2: {'kitColor': [209.68076, 210.85612, 207.53778], 'location': [5766.5977, 6233.1885]}, 3: {'kitColor': [160.26414, 229.80817, 175.80502], 'location': [8328.766, 2258.8938]}, 4: {'kitColor': [146.55661, 228.84175, 169.33833], 'location': [8512.321, 4510.8237]}, 5: {'kitColor': [230.04922, 233.02908, 223.26398], 'location': [5794.762, 1942.1473]}, 6: {'kitColor': [228.25587, 229.65672, 218.09808], 'location': [6451.5273, 5518.7256]}, 7: {'kitColor': [127.35642, 228.49191, 157.19476], 'location': [8399.666, 6378.7217]}, 8: {'kitColor': [217.0117, 221.06433, 206.06433], 'location': [8424.924, 3154.1458]}, 9: {'kitColor': [218.50925, 223.56349, 205.40443], 'location': [6911.515, 3903.509]}, 10: {'kitColor': [149.88222, 237.60939, 183.81972], 'location': [5768.567, 4436.68]}, 11: {'kitColor': [229.99272, 230.84344, 224.37137], 'location': [5501.41, 4584.321]}, 12: {'kitColor': [232.14964, 231.92253, 217.54929], 'location': [8261.883, 4277.2573]}, 13: {'kitColor': [149.30759, 238.0869, 172.95724], 'location': [8521.461, 3875.5422]}, 14: {'kitColor': [140.58513, 230.48521, 168.92326], 'location': [7070.159, 6035.6763]}, 15: {'kitColor': [156.20827, 234.51167, 178.84201], 'location': [7433.894, 3114.7659]}, 16: {'kitColor': [132.81898, 223.73286, 156.22847], 'location': [7449.379, 6617.062]}, 17: {'kitColor': [211.53847, 208.65286, 196.71597], 'location': [7324.182, 7050.533]}, 18: {'kitColor': [219.51852, 221.04274, 213.25641], 'location': [8134.208, 459.56647]}}"
19,19,[[7205.9053 6975.21  ]],"{0: {'kitColor': [150.19255, 233.16286, 178.45282], 'location': [6160.5312, 6096.7017]}, 1: {'kitColor': [148.25903, 236.41264, 172.08434], 'location': [7515.213, 4444.9375]}, 2: {'kitColor': [228.4793, 230.96306, 218.26541], 'location': [6466.386, 5527.604]}, 3: {'kitColor': [231.07745, 234.04102, 224.50114], 'location': [5794.5986, 1941.8491]}, 4: {'kitColor': [161.11491, 231.03107, 176.82298], 'location': [8341.052, 2261.928]}, 5: {'kitColor': [145.51271, 226.4672, 167.35475], 'location': [8524.849, 4520.5464]}, 6: {'kitColor': [230.14874, 231.38332, 224.58163], 'location': [5503.333, 4592.9556]}, 7: {'kitColor': [218.67421, 224.39246, 205.9283], 'location': [6915.9424, 3913.7866]}, 8: {'kitColor': [149.87895, 239.23521, 173.5172], 'location': [8527.972, 3886.8152]}, 9: {'kitColor': [125.63538, 228.29538, 157.70078], 'location': [8403.96, 6373.6963]}, 10: {'kitColor': [146.08052, 236.25089, 181.7573], 'location': [5773.557, 4437.0376]}, 11: {'kitColor': [219.04465, 222.21132, 208.19643], 'location': [8441.404, 3141.2803]}, 12: {'kitColor': [208.85884, 210.83504, 207.58588], 'location': [5765.439, 6243.5576]}, 13: {'kitColor': [230.14523, 228.89314, 214.01836], 'location': [8271.009, 4275.856]}, 14: {'kitColor': [155.98953, 233.40314, 177.93195], 'location': [7445.866, 3129.9426]}, 15: {'kitColor': [222.67354, 224.97354, 214.63824], 'location': [8142.574, 466.43558]}, 16: {'kitColor': [142.67073, 233.1475, 171.69926], 'location': [7084.1084, 6054.843]}, 17: {'kitColor': [205.50883, 205.80894, 192.67499], 'location': [7302.522, 7041.243]}, 18: {'kitColor': [184.02332, 216.47171, 182.80244], 'location': [7530.5703, 6412.8516]}, 19: {'kitColor': [137.19276, 221.02495, 157.75818], 'location': [7437.3774, 6662.6436]}}"
20,20,[],"{0: {'kitColor': [146.61942, 227.40683, 168.56036], 'location': [8537.592, 4520.8013]}, 1: {'kitColor': [148.16289, 231.39377, 169.68697], 'location': [7515.9727, 4464.2515]}, 2: {'kitColor': [229.58522, 232.95293, 224.23096], 'location': [5793.804, 1939.5844]}, 3: {'kitColor': [157.18279, 233.41827, 178.94728], 'location': [7455.2476, 3128.6526]}, 4: {'kitColor': [149.74052, 239.37868, 174.26086], 'location': [8527.017, 3895.7275]}, 5: {'kitColor': [152.05772, 231.52182, 177.59288], 'location': [6167.066, 6099.598]}, 6: {'kitColor': [231.03546, 231.74084, 224.95845], 'location': [5505.9272, 4594.235]}, 7: {'kitColor': [127.9212, 229.39806, 160.23152], 'location': [8401.619, 6373.2827]}, 8: {'kitColor': [207.21693, 210.89319, 207.55875], 'location': [5763.394, 6259.589]}, 9: {'kitColor': [227.44145, 228.77028, 216.34685], 'location': [6473.6963, 5536.965]}, 10: {'kitColor': [163.87067, 232.98108, 180.11041], 'location': [8347.48, 2274.7139]}, 11: {'kitColor': [221.53151, 226.53426, 209.36302], 'location': [6917.4873, 3912.7095]}, 12: {'kitColor': [218.88022, 221.5571, 208.28412], 'location': [8448.7705, 3152.9158]}, 13: {'kitColor': [222.22287, 224.80939, 214.29326], 'location': [8146.9985, 457.93625]}, 14: {'kitColor': [228.16524, 229.97934, 215.09639], 'location': [8275.291, 4274.1787]}, 15: {'kitColor': [144.89764, 235.48, 181.32588], 'location': [5775.859, 4437.8906]}, 16: {'kitColor': [202.63576, 199.1603, 189.72627], 'location': [7277.997, 7036.1616]}, 17: {'kitColor': [140.02269, 232.91896, 171.94571], 'location': [7096.4204, 6083.371]}, 18: {'kitColor': [184.59148, 209.63191, 178.41808], 'location': [7535.4766, 6414.874]}, 19: {'kitColor': [147.90822, 223.12762, 165.52797], 'location': [7425.623, 6696.929]}}"
21,21,[[7150.834  6957.5356]],"{0: {'kitColor': [149.41147, 228.34268, 170.65733], 'location': [8544.096, 4532.953]}, 1: {'kitColor': [148.83029, 231.79102, 169.78682], 'location': [7514.2065, 4494.4775]}, 2: {'kitColor': [152.90137, 232.14575, 177.67947], 'location': [6173.647, 6095.8867]}, 3: {'kitColor': [232.54419, 235.2186, 227.1558], 'location': [5790.807, 1938.9656]}, 4: {'kitColor': [155.90054, 234.36058, 177.56306], 'location': [7461.948, 3129.91]}, 5: {'kitColor': [207.94763, 212.46072, 209.04993], 'location': [5759.3516, 6268.814]}, 6: {'kitColor': [223.07103, 224.45082, 211.35518], 'location': [8463.157, 3155.6328]}, 7: {'kitColor': [126.622894, 227.4537, 157.82071], 'location': [8402.43, 6379.671]}, 8: {'kitColor': [150.28017, 239.17754, 173.98337], 'location': [8530.111, 3896.2239]}, 9: {'kitColor': [223.68503, 226.22018, 215.74313], 'location': [8144.133, 481.7264]}, 10: {'kitColor': [224.30075, 228.54286, 212.56392], 'location': [6921.9653, 3913.6362]}, 11: {'kitColor': [228.26573, 230.83217, 214.97203], 'location': [8284.007, 4275.9224]}, 12: {'kitColor': [232.25862, 232.65517, 225.72166], 'location': [5503.4346, 4602.2573]}, 13: {'kitColor': [224.04955, 225.97112, 212.55728], 'location': [6479.0005, 5565.9434]}, 14: {'kitColor': [164.02913, 232.65697, 179.56635], 'location': [8351.837, 2275.419]}, 15: {'kitColor': [192.00209, 212.4025, 183.71681], 'location': [7537.3037, 6415.294]}, 16: {'kitColor': [143.94719, 234.90024, 182.88968], 'location': [5779.032, 4438.7236]}, 17: {'kitColor': [196.90204, 196.45195, 186.08688], 'location': [7264.588, 7037.058]}, 18: {'kitColor': [139.79301, 231.15016, 170.85309], 'location': [7104.9355, 6085.525]}, 19: {'kitColor': [149.35275, 225.3382, 168.25323], 'location': [7419.3364, 6725.9893]}}"
22,22,[[7122.9346 6954.4956]],"{0: {'kitColor': [224.64836, 226.77844, 212.85263], 'location': [6489.244, 5575.1987]}, 1: {'kitColor': [149.22755, 229.4145, 172.1685], 'location': [8545.074, 4544.244]}, 2: {'kitColor': [155.97853, 233.4204, 177.20035], 'location': [7464.6426, 3144.65]}, 3: {'kitColor': [228.98203, 231.32375, 215.97662], 'location': [8286.798, 4288.0815]}, 4: {'kitColor': [231.02916, 234.19733, 226.02243], 'location': [5790.105, 1938.9717]}, 5: {'kitColor': [153.35555, 231.87256, 178.28674], 'location': [6183.169, 6092.4956]}, 6: {'kitColor': [223.86842, 225.24562, 212.95029], 'location': [8470.081, 3157.1824]}, 7: {'kitColor': [130.4584, 228.36052, 160.77406], 'location': [8392.827, 6409.0566]}, 8: {'kitColor': [223.55417, 227.00618, 213.82043], 'location': [8148.2393, 482.39987]}, 9: {'kitColor': [228.97697, 231.5806, 217.53783], 'location': [6926.999, 3914.8037]}, 10: {'kitColor': [148.9433, 233.7137, 171.20332], 'location': [7516.7505, 4505.3364]}, 11: {'kitColor': [152.50981, 239.91457, 175.75491], 'location': [8532.082, 3896.84]}, 12: {'kitColor': [193.44249, 193.99722, 184.11504], 'location': [7249.7056, 7028.5254]}, 13: {'kitColor': [142.17201, 232.38365, 173.74283], 'location': [7121.859, 6083.55]}, 14: {'kitColor': [231.57056, 231.9927, 224.67639], 'location': [5507.7285, 4611.526]}, 15: {'kitColor': [144.95293, 234.15384, 181.85992], 'location': [5784.1406, 4448.8286]}, 16: {'kitColor': [206.77206, 212.26225, 208.5915], 'location': [5757.929, 6287.9873]}, 17: {'kitColor': [195.36194, 210.12228, 183.715], 'location': [7536.731, 6420.896]}, 18: {'kitColor': [157.91867, 226.0241, 172.65361], 'location': [8361.856, 2295.0527]}}"
23,23,[],"{0: {'kitColor': [153.17877, 232.48764, 179.14244], 'location': [6197.3438, 6084.942]}, 1: {'kitColor': [229.9767, 231.54839, 216.51434], 'location': [8289.966, 4300.0264]}, 2: {'kitColor': [228.33194, 232.92859, 223.4601], 'location': [5789.67, 1938.8801]}, 3: {'kitColor': [146.2607, 234.5214, 169.07034], 'location': [7516.6436, 4515.45]}, 4: {'kitColor': [157.4375, 235.7261, 179.54044], 'location': [7465.9326, 3144.9458]}, 5: {'kitColor': [228.42809, 231.0836, 217.89966], 'location': [8147.8804, 506.26666]}, 6: {'kitColor': [143.68388, 232.5521, 174.58772], 'location': [7140.273, 6094.1646]}, 7: {'kitColor': [152.46927, 240.30725, 175.79887], 'location': [8534.721, 3897.3347]}, 8: {'kitColor': [150.25089, 231.71445, 172.94504], 'location': [8552.986, 4545.8535]}, 9: {'kitColor': [226.70705, 230.51553, 216.62422], 'location': [6497.3896, 5584.0728]}, 10: {'kitColor': [144.97527, 234.90215, 180.92464], 'location': [5787.044, 4449.7256]}, 11: {'kitColor': [132.95781, 231.26433, 163.24203], 'location': [8379.357, 6436.478]}, 12: {'kitColor': [227.66614, 230.2539, 215.96237], 'location': [6929.1665, 3926.654]}, 13: {'kitColor': [192.5255, 193.66217, 185.0077], 'location': [7228.306, 7026.843]}, 14: {'kitColor': [231.72673, 232.25394, 224.41718], 'location': [5508.107, 4611.8926]}, 15: {'kitColor': [227.68196, 226.00919, 215.25078], 'location': [8470.447, 3172.0798]}, 16: {'kitColor': [204.89667, 212.227, 208.73962], 'location': [5754.556, 6297.0957]}, 17: {'kitColor': [196.11343, 205.769, 181.49948], 'location': [7539.886, 6421.366]}, 18: {'kitColor': [159.07669, 228.32208, 174.98466], 'location': [8377.908, 2297.9834]}, 19: {'kitColor': [140.41272, 226.66158, 162.11868], 'location': [7421.5435, 6751.4453]}}"
24,24,[[7067.9644 6940.0737]],"{0: {'kitColor': [143.88173, 231.81819, 173.52339], 'location': [7155.9624, 6099.964]}, 1: {'kitColor': [150.30252, 232.31091, 173.19208], 'location': [8561.796, 4551.3506]}, 2: {'kitColor': [151.84396, 233.79144, 178.5874], 'location': [6211.548, 6089.958]}, 3: {'kitColor': [232.2891, 234.25818, 218.32727], 'location': [8290.385, 4303.6567]}, 4: {'kitColor': [229.31427, 232.52245, 223.96938], 'location': [5787.866, 1957.323]}, 5: {'kitColor': [226.43422, 228.33224, 214.98355], 'location': [8153.672, 507.3804]}, 6: {'kitColor': [144.04742, 233.6775, 168.19513], 'location': [7520.0347, 4529.61]}, 7: {'kitColor': [152.82033, 239.85376, 176.70891], 'location': [8538.388, 3901.7068]}, 8: {'kitColor': [227.38335, 228.82814, 216.92813], 'location': [6503.977, 5601.477]}, 9: {'kitColor': [232.93433, 231.32538, 218.05075], 'location': [8478.988, 3162.307]}, 10: {'kitColor': [158.18295, 236.34991, 178.85612], 'location': [7466.9995, 3162.42]}, 11: {'kitColor': [145.23128, 232.31923, 180.9848], 'location': [5792.382, 4453.7314]}, 12: {'kitColor': [230.6086, 230.4296, 223.39142], 'location': [5508.7715, 4614.643]}, 13: {'kitColor': [136.01227, 233.8299, 165.83218], 'location': [8377.324, 6444.213]}, 14: {'kitColor': [206.2389, 212.86092, 210.07935], 'location': [5750.608, 6306.7485]}, 15: {'kitColor': [228.1024, 227.31474, 213.7244], 'location': [6932.4507, 3919.3252]}, 16: {'kitColor': [198.6868, 203.20023, 180.59396], 'location': [7540.21, 6428.807]}, 17: {'kitColor': [139.71262, 226.87607, 161.67776], 'location': [7429.0938, 6754.4844]}, 18: {'kitColor': [197.53847, 197.86647, 185.93698], 'location': [7203.404, 7029.541]}, 19: {'kitColor': [157.18462, 228.22154, 173.52], 'location': [8394.23, 2321.3562]}}"
